gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3,student_id
female,cauc,1979 Q4,regular+aide,regular,small,small,443,516,637,602,520,542,659,645,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level3,level1,level1,6,11,7,6,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,ef8adb
female,cauc,1980 Q1,regular,regular,regular,regular,458,590,669,686,547,572,639,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,probation,20,32,6,0,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,f39dfd
female,cauc,1980 Q3,regular+aide,regular,regular,regular,428,516,562,595,484,512,626,645,free,non-free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,5,4,18,6,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,4274bb
male,cauc,1980 Q2,regular,regular,regular,regular,410,482,599,592,520,572,674,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,level1,1,13,6,8,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,ea54a4
female,afam,1980 Q2,regular,regular,regular,regular,450,514,564,585,484,538,568,604,free,non-free,non-free,free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,13,3,14,30,cauc,cauc,cauc,cauc,22,22,22,22,54,54,54,54,431177
female,cauc,1979 Q3,regular,regular,regular,regular,439,477,535,588,506,465,556,588,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,notladder,level1,13,15,13,15,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8,9efbb6
male,afam,1980 Q1,regular,regular,regular,regular,382,468,523,585,444,474,559,591,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,notladder,level1,level3,6,3,4,16,afam,afam,cauc,cauc,11,11,11,11,19,19,19,19,f2bf82
female,afam,1980 Q3,regular+aide,small,small,small,465,524,650,675,528,557,611,636,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,master,master,level1,apprentice,level1,notladder,17,2,13,31,cauc,afam,afam,cauc,11,11,11,11,29,29,29,29,f95e98
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,448,536,659,657,528,562,603,636,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,16,8,34,10,cauc,cauc,cauc,cauc,29,29,29,29,62,62,62,62,ddb10d
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,425,548,564,592,478,490,556,604,free,free,free,non-free,urban,urban,urban,urban,bachelor,master,master,master,probation,level1,level1,level1,0,12,13,7,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59,c51a52
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,439,579,593,633,478,553,590,631,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,master,level1,level1,probation,level1,3,6,1,16,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,ff762f
male,cauc,1979 Q4,regular+aide,small,small,small,453,604,627,686,500,572,620,655,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,7,23,15,20,cauc,cauc,afam,cauc,22,22,22,22,54,54,54,54,7cf342
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,419,521,579,614,489,572,596,596,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,notladder,notladder,probation,8,20,5,3,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,3a6d99
male,cauc,1979 Q3,regular,regular+aide,regular+aide,regular+aide,439,501,614,614,500,578,620,624,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,apprentice,probation,level1,probation,1,0,16,1,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,93e3d5
male,cauc,1980 Q2,small,small,small,small,440,530,586,600,494,532,579,596,free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,level1,apprentice,level1,12,4,1,24,cauc,cauc,cauc,afam,22,22,22,22,54,54,54,54,58c8fb
male,cauc,1979 Q4,small,small,small,small,428,579,602,606,500,653,615,639,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,apprentice,level1,8,9,0,7,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,92d199
male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,445,477,599,583,478,502,596,594,non-free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8,18,6,17,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,3f9060
female,afam,1980 Q3,regular,regular,regular,regular,422,548,599,608,473,490,531,591,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,master,level1,notladder,level1,level1,15,3,30,22,afam,cauc,afam,cauc,11,11,11,11,26,26,26,26,e16126
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,436,521,547,608,484,518,546,594,free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level2,level1,probation,13,12,6,16,cauc,cauc,cauc,afam,42,42,42,42,80,80,80,80,644f71
male,afam,1980 Q2,small,small,small,small,422,507,573,593,459,477,528,558,free,free,free,free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,notladder,level1,21,4,29,11,cauc,cauc,afam,cauc,24,24,24,24,56,56,56,56,6087c5
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,492,553,618,644,547,592,611,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,13,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11,cfa5d0
female,afam,1980 Q2,small,small,small,small,465,536,622,654,494,490,599,631,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,14,4,30,33,cauc,cauc,afam,afam,11,11,11,11,32,32,32,32,853771
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,427,527,611,620,473,553,611,667,free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,5,15,20,9,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,bc8bc9
female,afam,1979 Q4,regular,regular,regular,regular,403,463,529,570,418,584,593,601,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,12,0,1,3,cauc,afam,cauc,cauc,18,18,18,18,45,45,45,45,1eca2d
male,cauc,1979 Q3,small,small,small,small,468,651,669,647,528,578,593,606,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,apprentice,5,9,9,6,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,e2cb9f
female,cauc,1979 Q4,regular,small,small,small,458,629,637,728,576,627,721,774,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,apprentice,level1,12,8,1,8,cauc,cauc,cauc,cauc,18,18,18,18,46,46,46,46,58a071
female,cauc,1980 Q1,regular+aide,regular,regular,regular,431,533,586,602,484,510,550,599,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,level1,level2,level3,13,11,13,17,cauc,cauc,cauc,cauc,23,23,23,23,55,55,55,55,e567a4
female,cauc,1980 Q3,regular+aide,regular,regular,regular,450,604,643,631,494,553,584,645,free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,3,13,15,24,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,d0f88b
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,455,514,569,620,484,507,574,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level2,level1,probation,13,12,6,16,cauc,cauc,cauc,afam,42,42,42,42,80,80,80,80,e832e8
female,afam,1979 Q4,regular+aide,regular,small,small,434,530,559,622,478,507,533,550,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,probation,level1,level1,3,9,12,11,afam,afam,afam,cauc,11,11,11,11,15,15,15,15,627ee5
male,cauc,1979 Q4,regular+aide,small,small,small,439,604,643,680,489,584,639,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,15,20,20,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,c13a74
female,cauc,1980 Q1,regular+aide,regular,regular,regular,402,558,622,636,489,465,593,645,non-free,free,free,free,rural,rural,rural,rural,master,master,bachelor,specialist,level1,level1,notladder,level1,3,13,18,13,cauc,cauc,cauc,cauc,41,41,41,41,78,78,78,78,fdf5b1
female,cauc,1980 Q1,small,small,small,small,538,651,650,686,528,592,611,663,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level3,level1,level1,15,13,11,4,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65,78c7b6
female,afam,1979 Q4,regular+aide,regular,regular,regular+aide,437,524,555,600,459,512,557,573,free,free,free,free,inner-city,inner-city,inner-city,suburban,master,master,bachelor,master,level1,level1,probation,level3,5,19,2,19,cauc,cauc,cauc,cauc,11,11,11,11,33,33,33,21,72b79c
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,428,536,582,631,434,515,572,631,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,probation,apprentice,level1,level3,0,3,25,12,cauc,cauc,cauc,cauc,18,18,18,18,46,46,46,46,30acfd
female,cauc,1980 Q1,small,small,small,small,497,604,637,661,602,612,626,678,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,8,6,3,19,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,6c2b95
female,afam,1980 Q1,regular,regular,regular+aide,regular+aide,450,501,569,595,506,572,587,614,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,12,25,16,4,afam,cauc,afam,cauc,11,11,11,11,27,27,27,27,6e431d
female,afam,1979 Q4,regular+aide,regular,regular,regular,410,512,622,654,459,526,590,639,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,bachelor,level1,level1,probation,probation,22,32,0,0,cauc,afam,afam,afam,11,11,11,11,33,33,33,33,6d6fb3
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,467,651,659,675,513,545,648,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,3,4,14,13,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,123175
male,cauc,1980 Q3,regular+aide,regular,regular,small,480,604,659,650,520,567,574,672,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,master,bachelor,bachelor,level1,level1,level1,level1,12,13,17,15,cauc,cauc,cauc,cauc,22,22,22,22,51,51,51,51,dd9e75
female,cauc,1979 Q4,small,small,small,small,453,548,573,595,500,495,546,596,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,13,27,22,8,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,dd677a
female,afam,1980 Q1,small,small,small,small,437,494,588,604,506,545,574,622,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,apprentice,level2,level1,level1,1,25,4,22,afam,afam,afam,afam,11,11,11,11,16,16,16,16,660494
female,afam,1980 Q2,regular+aide,regular,regular,regular,408,516,573,614,468,493,548,608,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,level1,level1,level3,0,4,7,25,cauc,cauc,afam,afam,11,11,11,11,32,32,32,32,5e5ca3
male,cauc,1980 Q2,regular+aide,regular,small,small,414,490,566,608,439,515,596,634,non-free,non-free,non-free,non-free,rural,urban,urban,urban,master,master,master,bachelor,level1,level1,level1,probation,13,3,22,0,cauc,cauc,cauc,cauc,42,7,7,7,80,10,10,10,2f2a1c
female,afam,1979 Q4,small,small,small,small,439,604,627,639,602,584,599,655,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,notladder,level1,level3,6,9,8,21,afam,afam,afam,afam,11,11,11,11,19,19,19,19,93ece6
female,cauc,1980 Q3,regular,regular,regular,regular,455,571,669,670,520,572,639,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,level1,level2,level3,13,11,13,17,cauc,cauc,cauc,cauc,23,23,23,23,55,55,55,55,6b1bd2
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,413,477,596,629,429,520,582,636,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,17,15,20,9,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,e2847d
female,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,456,553,596,620,449,515,579,639,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,probation,apprentice,level1,level3,0,3,25,12,cauc,cauc,cauc,cauc,18,18,18,18,46,46,46,46,c594bb
male,cauc,1980 Q3,regular+aide,regular+aide,regular,regular,436,474,550,543,484,490,632,556,free,free,non-free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level3,level1,8,18,14,3,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,3e9c48
male,afam,1980 Q1,regular,regular+aide,regular+aide,regular+aide,421,530,571,570,463,567,599,601,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,5,1,31,18,cauc,afam,afam,afam,11,11,11,11,29,29,33,33,12ee1f
male,cauc,1979 Q4,small,small,small,small,527,629,732,675,602,592,674,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,probation,notladder,level1,level1,0,16,10,6,cauc,cauc,cauc,cauc,18,18,18,18,43,43,43,43,48ef77
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,468,629,732,702,536,557,620,691,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,20,39,9,16,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,2e2fa8
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,485,558,669,693,602,592,659,684,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,probation,2,0,16,1,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,acf6e2
male,cauc,1980 Q1,regular,regular,regular,regular,428,519,591,631,473,578,639,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,probation,apprentice,level1,8,0,1,5,afam,cauc,cauc,cauc,32,32,32,32,66,66,66,66,1deb93
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,448,629,643,650,536,601,607,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,apprentice,notladder,probation,5,2,19,0,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,4986d9
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,453,540,582,610,506,535,648,663,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,9,11,7,9,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,50,5a5de3
female,afam,1980 Q2,small,small,small,regular,437,509,571,578,454,523,565,610,non-free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,master,level1,level1,level1,level3,11,17,5,14,cauc,cauc,cauc,cauc,11,11,11,11,27,27,27,27,8ae616
female,cauc,1979 Q2,small,regular+aide,regular+aide,regular+aide,447,564,684,693,536,612,699,726,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,notladder,level1,level1,12,23,21,36,cauc,cauc,afam,cauc,38,38,38,38,74,74,74,74,8c97ee
female,cauc,1980 Q2,small,small,small,small,455,629,611,670,602,557,639,648,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,probation,notladder,level1,level1,0,16,10,6,cauc,cauc,cauc,cauc,18,18,18,18,43,43,43,43,3286c3
female,cauc,1980 Q3,small,small,small,small,470,604,637,641,520,549,607,624,non-free,non-free,non-free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,apprentice,apprentice,4,8,3,1,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,dd0afe
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,447,553,614,633,489,601,639,655,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,21,14,9,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,099d0b
male,afam,1979 Q4,regular,regular,regular,small,419,490,538,554,468,495,541,577,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,bachelor,level1,level1,level1,level1,11,11,11,11,afam,cauc,cauc,cauc,11,11,11,11,15,15,15,15,836949
male,afam,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,514,514,614,657,528,493,540,601,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,master,bachelor,apprentice,level1,level1,level1,24,35,32,18,cauc,afam,afam,afam,11,11,11,11,30,30,30,30,ee9c57
female,cauc,1980 Q2,regular+aide,regular,regular,regular,414,495,571,608,423,502,565,588,free,free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,5,4,18,6,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,2d545e
male,cauc,1980 Q3,regular+aide,small,small,small,465,604,627,647,528,612,632,659,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,14,18,22,8,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,d31825
male,cauc,1980 Q1,regular,regular,regular,regular,425,454,571,614,454,493,593,594,non-free,free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,16,10,26,17,cauc,cauc,cauc,cauc,29,29,29,29,62,62,62,62,ec05ed
female,afam,1980 Q2,regular+aide,regular,regular,small,465,494,575,599,463,538,559,608,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,master,bachelor,level1,level1,level1,level1,3,11,11,11,afam,cauc,cauc,cauc,11,11,11,11,15,15,15,15,93e4a1
female,afam,1980 Q1,regular+aide,small,small,regular,490,516,550,636,536,520,582,612,free,non-free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,notladder,level1,level1,20,32,4,5,afam,afam,cauc,cauc,11,11,11,11,27,27,27,27,c29134
female,cauc,1980 Q1,small,small,small,small,442,507,608,610,520,497,574,579,free,free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level1,6,1,5,12,cauc,cauc,afam,cauc,34,34,34,34,68,68,68,68,9f472e
male,cauc,1980 Q3,small,small,small,small,427,651,659,680,484,592,639,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,specialist,bachelor,bachelor,bachelor,level1,level1,level1,notladder,10,8,16,6,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,b41eab
female,cauc,1979 Q4,regular,regular,regular,regular,456,590,637,670,513,578,607,684,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level2,13,17,17,12,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,1acc9e
female,cauc,1980 Q3,small,small,small,small,451,558,604,636,602,538,603,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,notladder,level1,level1,12,6,10,14,cauc,cauc,cauc,cauc,21,21,21,21,50,50,50,50,94c2d6
female,cauc,1979 Q2,regular+aide,regular,small,small,418,507,586,604,459,512,568,597,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master,master,master,bachelor,level1,level1,level1,probation,12,3,22,0,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10,3f592f
male,cauc,1980 Q2,regular+aide,regular,regular,regular,490,590,575,602,500,529,561,614,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,probation,notladder,7,42,0,23,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,d104d9
female,cauc,1979 Q2,regular,regular,regular,regular,439,521,582,599,520,526,587,624,non-free,free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level3,level1,level1,16,11,31,7,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,8698b8
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,445,482,579,602,494,512,590,642,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,11,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,ca75bd
male,cauc,1980 Q3,regular,regular,regular,regular,455,590,622,618,494,523,648,606,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,11,19,19,22,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,89f072
female,cauc,1980 Q2,small,small,small,small,433,604,602,644,454,545,584,618,free,free,free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level3,level1,level1,15,13,11,4,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65,76bf3b
male,afam,1980 Q3,regular+aide,regular,regular,regular,470,447,523,590,559,436,505,535,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,apprentice,apprentice,apprentice,notladder,24,2,1,3,cauc,cauc,cauc,cauc,11,11,11,11,30,30,30,30,28eea2
male,cauc,1979 Q4,regular,regular,regular,regular,460,571,643,629,528,627,599,667,non-free,non-free,non-free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,15,13,15,24,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,b2f0bd
female,cauc,1980 Q1,small,small,small,small,451,516,571,600,500,538,582,614,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,11,5,9,13,cauc,cauc,afam,cauc,26,26,26,26,59,59,59,59,f73eef
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,455,571,650,693,626,572,620,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level3,level1,level3,16,16,8,12,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,3150d8
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,445,519,631,624,478,553,574,612,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,apprentice,probation,level1,probation,1,0,16,1,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,f0725c
male,cauc,1980 Q3,regular,regular,regular,regular,434,540,643,606,459,518,579,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,level1,level2,level3,13,11,13,17,cauc,cauc,cauc,cauc,23,23,23,23,55,55,55,55,c439cb
female,cauc,1980 Q2,small,small,small,small,440,571,593,612,513,562,599,586,non-free,non-free,non-free,non-free,rural,rural,rural,rural,specialist,bachelor,bachelor,master,level1,level1,level1,level3,10,21,10,17,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,3e80f6
female,afam,1980 Q3,small,small,small,small,440,527,566,624,459,495,577,608,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,apprentice,level1,level1,level1,1,4,26,7,cauc,afam,afam,cauc,11,11,11,11,33,33,33,33,e4f266
female,cauc,1980 Q3,small,small,small,small,456,527,611,644,468,567,620,672,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,bachelor,level1,level1,level1,apprentice,11,19,12,2,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59,1ef570
male,cauc,1980 Q1,regular,regular,regular,regular,485,553,627,665,536,562,568,648,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,probation,notladder,10,42,0,23,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,043cbc
female,cauc,1980 Q3,regular+aide,regular,small,small,470,629,631,654,463,532,639,631,non-free,non-free,non-free,non-free,urban,urban,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,11,11,20,19,cauc,cauc,cauc,cauc,6,6,6,6,9,9,8,8,860d19
male,afam,1979 Q4,regular+aide,regular+aide,regular,regular+aide,407,469,549,588,449,479,548,586,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,probation,7,27,7,12,cauc,afam,afam,cauc,11,11,11,11,22,22,22,22,3caa49
male,cauc,1980 Q2,regular,regular,regular,regular,433,488,593,590,484,538,579,614,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,apprentice,probation,level1,level1,1,0,20,28,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,759709
female,afam,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,393,472,552,602,468,486,552,571,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,apprentice,level1,12,6,2,10,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35,6ece3e
male,cauc,1979 Q4,small,small,small,small,465,629,631,702,547,584,639,711,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,notladder,15,4,1,24,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,ce8ef2
female,afam,1980 Q1,regular+aide,regular,regular,small,422,492,608,622,463,510,554,594,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level2,14,13,19,9,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73,23fb11
female,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,414,540,582,606,444,523,550,614,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,master,bachelor,level1,level2,level1,level1,6,33,5,26,cauc,afam,cauc,afam,11,11,11,11,16,16,16,16,da50b3
